MER opacity measurements for Pancam 440-nm solar filter images.
Flux_1AU = 3660.55 DN ms-1 in the current best fit.
Abs_Err = 0.0300000 (absolute error in tau derivation at AM=1).
The date of the current best fit is 2018-Dec-07 21:12:25 UTC.
N_ENTRIES = 8697

Comments or questions to Mark Lemmon, lemmon@tamu.edu.

  Product_ID,                    L_s,  R_au,     Sol,     AM,    Flux,    TAU, Rel_err
"1P136186249ESF1500P2600L8M1",  24.5, 1.614,  89.644,  1.647, 446.908,  0.682,   0.022
"1P136257549ESF1500P2600L8M1",  24.9, 1.615,  90.447,  1.081, 715.915,  0.604,   0.034
"1P136259062ESF1500P2600L8M1",  24.9, 1.615,  90.465,  1.049, 728.607,  0.605,   0.035
"1P136264108ESF1500P2600L8M1",  25.0, 1.615,  90.521,  1.033, 733.931,  0.607,   0.035
"1P136267392ESF1500P2600L8M1",  25.0, 1.615,  90.558,  1.096, 637.064,  0.701,   0.033
"1P136438108ESF1703P2600L8M1",  25.9, 1.617,  92.482,  1.031, 714.945,  0.632,   0.035
"1P136441821ESF1800P2600L8M1",  25.9, 1.617,  92.524,  1.036, 734.858,  0.602,   0.035
"1P136525598ESF1800P2600L8M1",  26.4, 1.618,  93.468,  1.047, 679.761,  0.669,   0.035
"1P136526864ESF1800P2600L8M1",  26.4, 1.618,  93.482,  1.032, 672.227,  0.689,   0.035
"1P136532108ESF1900P2600L8M1",  26.4, 1.618,  93.541,  1.060, 674.691,  0.667,   0.034
"1P136612606ESF1900P2600L8M1",  26.8, 1.619,  94.448,  1.083, 686.614,  0.636,   0.034
"1P136613646ESF1900P2600L8M1",  26.8, 1.619,  94.460,  1.060, 718.149,  0.608,   0.034
"1P136615810ESF1900P2600L8M1",  26.9, 1.619,  94.484,  1.031, 717.013,  0.627,   0.035
"1P136622890ESF2000P2600L8M1",  26.9, 1.619,  94.564,  1.114, 659.857,  0.656,   0.032
"1P136633032ESF2000P2600L8M1",  26.9, 1.619,  94.678,  2.315, 272.480,  0.696,   0.016
"1P136703834ESF2000P2600L8M1",  27.3, 1.620,  95.476,  1.039, 680.446,  0.671,   0.035
"1P136705959ESF2000P2600L8M1",  27.3, 1.620,  95.500,  1.027, 714.608,  0.632,   0.035
"1P136791024ESF2002P2617L8M1",  27.8, 1.621,  96.458,  1.064, 740.776,  0.574,   0.034
"1P136800073ESF2002P2600L8M1",  27.8, 1.621,  96.560,  1.106, 701.345,  0.600,   0.033
"1P136879844ESF2002P2600L8M1",  28.3, 1.622,  97.459,  1.063, 720.936,  0.599,   0.034
"1P136892830ESF2002P2600L8M1",  28.3, 1.622,  97.605,  1.302, 594.387,  0.636,   0.028
"1P136899808ESF2002P2600L8M1",  28.4, 1.622,  97.684,  2.504, 271.141,  0.644,   0.015
"1P136968803ESF2002P2600L8M1",  28.7, 1.623,  98.461,  1.060, 727.578,  0.591,   0.035
"1P136992227ETH2002P2600L8M1",  28.9, 1.623,  98.725,  5.772,  39.947,  0.609,   0.018
"1P137057339ESF2002P2600L8M1",  29.2, 1.623,  99.459,  1.065, 734.044,  0.580,   0.034
"1P137059062ESF2002P2600L8M1",  29.2, 1.623,  99.478,  1.040, 741.864,  0.584,   0.035
"1P137061734ESF2002P2600L8M1",  29.2, 1.623,  99.509,  1.032, 744.336,  0.585,   0.035
"1P137077555ESF2019P2600L8M1",  29.3, 1.624,  99.687,  2.605, 255.958,  0.640,   0.015
"1P137145245ESF2019P2600L8M1",  29.7, 1.624, 100.449,  1.085, 711.219,  0.598,   0.034
"1P137148288ESF2019P2600L8M1",  29.7, 1.624, 100.484,  1.036, 735.234,  0.594,   0.035
"1P137151369ESF2019P2600L8M1",  29.7, 1.624, 100.518,  1.038, 730.298,  0.596,   0.035
"1P137241012ESF2019P2600L8M1",  30.2, 1.625, 101.529,  1.048, 721.165,  0.600,   0.034
"1P137248449ESF2019P2600L8M1",  30.2, 1.625, 101.612,  1.352, 606.861,  0.593,   0.027
"1P137248614ESF2019F0006L8M1",  30.2, 1.625, 101.614,  1.366, 601.513,  0.590,   0.026
"1P137255405ESF2100P2600L8M1",  30.3, 1.625, 101.691,  2.762, 226.355,  0.648,   0.014
"1P137323518ESF2100P2600L8M1",  30.6, 1.626, 102.458,  1.069, 719.151,  0.593,   0.034
"1P137326207ESF2100P2600L8M1",  30.6, 1.626, 102.488,  1.035, 728.079,  0.600,   0.035
"1P137333058ESF2200P2600L8M1",  30.7, 1.626, 102.566,  1.126, 650.804,  0.651,   0.032
"1P137411201ESF2200P2619L8M1",  31.1, 1.627, 103.446,  1.095, 705.113,  0.596,   0.034
"1P137412814ESF2200P2600L8M1",  31.1, 1.627, 103.464,  1.060, 705.653,  0.615,   0.034
"1P137420014ESF2208P2600L8M1",  31.1, 1.627, 103.545,  1.077, 685.761,  0.631,   0.034
"1P137421549ESF2208P2600L8M1",  31.1, 1.627, 103.563,  1.119, 666.537,  0.633,   0.032
"1P137433219ESF2208P2600L8M1",  31.2, 1.627, 103.694,  2.921, 211.451,  0.636,   0.014
"1P137499977ESF2208P2600L8M1",  31.6, 1.628, 104.446,  1.095, 689.844,  0.615,   0.034
"1P137501502ESF2208P2600L8M1",  31.6, 1.628, 104.464,  1.062, 697.961,  0.623,   0.034
"1P137518366ESF2208P2600L8M1",  31.7, 1.628, 104.654,  1.803, 404.047,  0.669,   0.020
"1P137588056ESF2208P2621L8M1",  32.0, 1.629, 105.439,  1.116, 715.651,  0.569,   0.033
"1P137589188ESF2208P2617L8M1",  32.0, 1.629, 105.452,  1.085, 726.364,  0.572,   0.034
"1P137592165ESF2208P2600L8M1",  32.0, 1.629, 105.485,  1.040, 722.340,  0.602,   0.035
"1P137608865ESF2222P2617L8M1",  32.1, 1.629, 105.673,  2.202, 320.287,  0.653,   0.017
"1P137677706ESF2222P2621L8M1",  32.5, 1.629, 106.449,  1.091, 710.654,  0.589,   0.034
"1P137677916ESF2222P2600L8M1",  32.5, 1.629, 106.451,  1.086, 712.920,  0.588,   0.034
"1P137766535ESF2222P2621L8M1",  33.0, 1.630, 107.450,  1.090, 700.150,  0.602,   0.034
"1P137766734ESF2222P2600L8M1",  33.0, 1.630, 107.452,  1.085, 703.107,  0.601,   0.034
"1P137781463ESF2222P2600L8M1",  33.0, 1.630, 107.618,  1.402, 570.580,  0.612,   0.026
"1P137789060ESF2300P2620L8M1",  33.1, 1.631, 107.704,  3.451, 139.399,  0.656,   0.014
"1P137855266ESF2300P2681L8M1",  33.4, 1.631, 108.449,  1.092, 692.933,  0.609,   0.034
"1P137855469ESF2300P2600L8M1",  33.4, 1.631, 108.452,  1.087, 694.390,  0.610,   0.034
"1P137944802ESF2403P2684L8M1",  33.9, 1.632, 109.458,  1.075, 701.229,  0.607,   0.034
"1P137945020ESF2403P2600L8M1",  33.9, 1.632, 109.461,  1.071, 704.313,  0.606,   0.034
"1P137947301ESF2403P2600L8M1",  33.9, 1.632, 109.486,  1.042, 710.497,  0.613,   0.035
"1P137964966ESF2513P2620L8M1",  34.0, 1.632, 109.686,  2.582, 263.045,  0.632,   0.015
"1P138034134ESF2513P2621L8M1",  34.4, 1.633, 110.465,  1.065, 708.764,  0.600,   0.034
"1P138122748ESF2600P2621L8M1",  34.8, 1.634, 111.463,  1.069, 697.203,  0.613,   0.034
"1P138122900ESF2600P2600L8M1",  34.8, 1.634, 111.465,  1.066, 698.003,  0.613,   0.034
"1P138302773ESF2600P2600L8M1",  35.8, 1.635, 113.491,  1.043, 748.403,  0.559,   0.035
"1P138322527ESF2700P2600L8M1",  35.9, 1.635, 113.714,  4.319,  93.761,  0.616,   0.014
"1P138387029ESF2700P2600L8M1",  36.2, 1.636, 114.441,  1.119, 731.874,  0.538,   0.033
"1P138388019ESF2700P2621L8M1",  36.2, 1.636, 114.452,  1.092, 746.070,  0.534,   0.034
"1P138391169ESF2700P2600L8M1",  36.2, 1.636, 114.487,  1.046, 744.100,  0.561,   0.035
"1P138476037ESF2800P2600L8M1",  36.7, 1.637, 115.444,  1.112, 703.579,  0.576,   0.033
"1P138477077ESF2800P2621L8M1",  36.7, 1.637, 115.455,  1.086, 711.091,  0.581,   0.034
"1P138496802ESF2809P2600L8M1",  36.8, 1.637, 115.678,  2.339, 315.547,  0.617,   0.016
"1P138569158ESF2809P2600L8M1",  37.2, 1.637, 116.493,  1.046, 709.391,  0.606,   0.035
"1P138657966ESF2809P2600L8M1",  37.6, 1.638, 117.493,  1.046, 716.641,  0.595,   0.035
"1P138746607ESF2809P2600L8M1",  38.1, 1.639, 118.492,  1.048, 765.422,  0.530,   0.035
"1P138835348ESF2809P2600L8M1",  38.6, 1.640, 119.492,  1.048, 736.243,  0.565,   0.035
"1P138924141ESF2809P2600L8M1",  39.0, 1.640, 120.492,  1.049, 728.015,  0.576,   0.035
"1P138930555ESF2809P2600L8M1",  39.1, 1.640, 120.565,  1.141, 685.226,  0.583,   0.032
"1P139012906ESF2809P2600L8M1",  39.5, 1.641, 121.493,  1.050, 697.247,  0.615,   0.035
"1P139021960ESF2809P2600L8M1",  39.5, 1.641, 121.595,  1.265, 575.242,  0.663,   0.029
"1P139101676ESF2809P2600L8M1",  40.0, 1.642, 122.493,  1.051, 667.679,  0.655,   0.035
"1P139115710ESF2821P2600L8M1",  40.0, 1.642, 122.651,  1.790, 408.475,  0.659,   0.020
"1P139187674ESF2821P2600L8M1",  40.4, 1.642, 123.462,  1.082, 708.112,  0.581,   0.034
"1P139190446ESF2821P2600L8M1",  40.4, 1.642, 123.493,  1.052, 709.773,  0.596,   0.035
"1P139206060ESF2821P2600L8M1",  40.5, 1.643, 123.669,  2.131, 359.881,  0.612,   0.017
"1P139206944ESF2821P2618L8M1",  40.5, 1.643, 123.679,  2.394, 306.168,  0.612,   0.016
"1P139273548ESF2829P2600L8M1",  40.8, 1.643, 124.429,  1.164, 668.109,  0.588,   0.032
"1P139279287ESF2829P2600L8M1",  40.9, 1.643, 124.494,  1.052, 710.437,  0.593,   0.035
"1P139285824ESF2829P2600L8M1",  40.9, 1.643, 124.568,  1.154, 654.147,  0.613,   0.031
"1P139365213ESF2829P2600L8M1",  41.3, 1.644, 125.462,  1.083, 714.582,  0.569,   0.034
"1P139367698ESF2829P2600L8M1",  41.3, 1.644, 125.490,  1.055, 712.673,  0.588,   0.034
"1P139451967ESF2900P2600L8M1",  41.8, 1.644, 126.439,  1.134, 694.946,  0.568,   0.033
"1P139456784ESF2900P2600L8M1",  41.8, 1.644, 126.494,  1.054, 720.876,  0.577,   0.034
"1P139472245ESF3003P2600L8M1",  41.9, 1.645, 126.668,  2.117, 377.108,  0.592,   0.017
"1P139541830ESF3006P2600L8M1",  42.2, 1.645, 127.452,  1.104, 714.480,  0.556,   0.033
"1P139545546ESF3006P2600L8M1",  42.3, 1.645, 127.494,  1.055, 724.130,  0.570,   0.035
"1P139545592ESF3006P2617L8M1",  42.3, 1.645, 127.494,  1.055, 725.842,  0.568,   0.034
"1P139563756ESF3034P2620L8M1",  42.4, 1.645, 127.699,  3.242, 201.549,  0.580,   0.013
"1P139630610ESF3034P2600L8M1",  42.7, 1.646, 128.452,  1.104, 720.425,  0.548,   0.034
"1P139634335ESF3034P2600L8M1",  42.7, 1.646, 128.494,  1.056, 735.860,  0.553,   0.034
"1P139635321ESF3048F0006L8M1",  42.7, 1.646, 128.505,  1.056, 736.119,  0.551,   0.034
"1P139652739ESF3051P2620L8M1",  42.8, 1.646, 128.702,  3.398, 180.736,  0.585,   0.013
"1P139719388ESF3054P2600L8M1",  43.2, 1.646, 129.453,  1.105, 689.800,  0.588,   0.034
"1P139728610ESF3097P2600L8M1",  43.2, 1.646, 129.556,  1.126, 633.260,  0.652,   0.032
"1P139808415ESF3097P2600L8M1",  43.6, 1.647, 130.456,  1.100, 702.445,  0.572,   0.034
"1P139811873ESF3097P2600L8M1",  43.6, 1.647, 130.495,  1.058, 722.213,  0.569,   0.034
"1P139830501ESF3105P2620L8M1",  43.7, 1.647, 130.704,  3.591, 168.738,  0.573,   0.013
"1P139898179ESF3108P2600L8M1",  44.1, 1.648, 131.467,  1.081, 700.464,  0.584,   0.034
"1P139900661ESF3108P2600L8M1",  44.1, 1.648, 131.495,  1.059, 718.511,  0.572,   0.034
"1P139906692ESF3114P2600L8M1",  44.1, 1.648, 131.563,  1.146, 662.907,  0.599,   0.032
"1P139986952ESF3114P2600L8M1",  44.5, 1.648, 132.467,  1.082, 725.840,  0.550,   0.034
"1P139989423ESF3114P2600L8M1",  44.6, 1.648, 132.495,  1.060, 728.055,  0.559,   0.034
"1P139999177ESF3140P2617L8M1",  44.6, 1.648, 132.605,  1.338, 634.957,  0.545,   0.027
"1P140074490ESF3140P2621L8M1",  45.0, 1.649, 133.453,  1.107, 714.602,  0.551,   0.034
"1P140080956ESF3140P2600L8M1",  45.0, 1.649, 133.526,  1.075, 704.737,  0.580,   0.034
"1P140088370ESF3168P2600L8M1",  45.1, 1.649, 133.610,  1.373, 616.567,  0.553,   0.026
"1P140164211ESF3168P2621L8M1",  45.5, 1.649, 134.464,  1.088, 685.994,  0.598,   0.033
"1P140166981ESF3168P2600L8M1",  45.5, 1.649, 134.496,  1.061, 697.735,  0.597,   0.034
"1P140171613ESF3174P2600L8M1",  45.5, 1.649, 134.548,  1.110, 663.788,  0.617,   0.032
"1P140177469ESF3174P2600L8M1",  45.5, 1.649, 134.614,  1.403, 534.656,  0.643,   0.026
"1P140184465ESF3174P2620L8M1",  45.6, 1.650, 134.693,  2.934, 192.369,  0.655,   0.014
"1P140252957ESF3174P2621L8M1",  45.9, 1.650, 135.464,  1.089, 672.287,  0.614,   0.033
"1P140255754ESF3174P2600L8M1",  45.9, 1.650, 135.496,  1.062, 699.592,  0.593,   0.034
"1P140341736ESF3174P2621L8M1",  46.4, 1.651, 136.464,  1.090, 689.262,  0.590,   0.033
"1P140344211ESF3174P2600L8M1",  46.4, 1.651, 136.492,  1.064, 699.225,  0.592,   0.034
"1P140356570ESF3182P2600L8M1",  46.4, 1.651, 136.632,  1.566, 477.105,  0.647,   0.023
"1P140431066ESF3182P2621L8M1",  46.8, 1.651, 137.471,  1.082, 676.438,  0.612,   0.033
"1P140432990ESF3182P2600L8M1",  46.8, 1.651, 137.493,  1.065, 694.496,  0.598,   0.034
"1P140520338ESF3182P2621L8M1",  47.3, 1.652, 138.477,  1.076, 665.910,  0.629,   0.034
"1P140521764ESF3182P2600L8M1",  47.3, 1.652, 138.493,  1.066, 688.684,  0.604,   0.034
"1P140531008ESF3182P2600L8M1",  47.3, 1.652, 138.597,  1.298, 585.570,  0.621,   0.028
"1P140541897ESF3182P2620L8M1",  47.4, 1.652, 138.720,  5.117,  54.596,  0.621,   0.016
"1P140609183ESF3182P2621L8M1",  47.7, 1.652, 139.478,  1.076, 721.556,  0.554,   0.034
"1P140610537ESF3182P2600L8M1",  47.7, 1.652, 139.493,  1.067, 724.157,  0.556,   0.034
"1P140623446ESF3182P2600L8M1",  47.8, 1.652, 139.639,  1.648, 482.306,  0.607,   0.022
"1P140625249ESF3182P2620L8M1",  47.8, 1.652, 139.659,  1.954, 389.688,  0.621,   0.019
"1P140627897ESF3182P2618L8M1",  47.8, 1.652, 139.689,  2.780, 274.761,  0.562,   0.014
"1P140697392ESF3182P2621L8M1",  48.2, 1.653, 140.472,  1.084, 695.311,  0.584,   0.033
"1P140699317ESF3182P2600L8M1",  48.2, 1.653, 140.493,  1.067, 707.548,  0.577,   0.034
"1P140705360ESF3182P2600L8M1",  48.2, 1.653, 140.561,  1.151, 693.121,  0.553,   0.031
"1P140719957ETH3190P2620L8M1",  48.3, 1.653, 140.726,  6.125,  32.978,  0.599,   0.019
"1P140785428ESF3190P2621L8M1",  48.6, 1.653, 141.464,  1.096, 688.620,  0.586,   0.033
"1P140805380ESF3190P2620L8M1",  48.7, 1.653, 141.688,  2.772, 263.391,  0.579,   0.014
"1P140874203ESF3190P2621L8M1",  49.1, 1.654, 142.464,  1.097, 700.096,  0.569,   0.033
"1P140876903ESF3190P2600L8M1",  49.1, 1.654, 142.494,  1.069, 715.660,  0.564,   0.034
"1P140897568ETH3190P2620L8M1",  49.2, 1.654, 142.727,  6.357,  30.832,  0.588,   0.019
"1P140962979ESF3190P2621L8M1",  49.6, 1.654, 143.464,  1.097, 723.438,  0.539,   0.033
"1P140965679ESF3190P2600L8M1",  49.6, 1.654, 143.494,  1.070, 739.061,  0.534,   0.034
"1P140965726ESF3190P2617L8M1",  49.6, 1.654, 143.495,  1.070, 738.894,  0.534,   0.034
"1P140982937ESF3190P2600L8M1",  49.7, 1.654, 143.689,  2.798, 266.763,  0.568,   0.014
"1P141051797ESF3190P2621L8M1",  50.0, 1.655, 144.465,  1.097, 727.662,  0.533,   0.033
"1P141054143ESF3190P2600L8M1",  50.0, 1.655, 144.491,  1.072, 741.291,  0.529,   0.034
"1P141075451ETH3190P2620L8M1",  50.1, 1.655, 144.731,  7.336,  19.846,  0.569,   0.022
"1P141141549ESF3190P2621L8M1",  50.5, 1.655, 145.476,  1.084, 744.679,  0.519,   0.033
"1P141143240ESF3190P2600L8M1",  50.5, 1.655, 145.495,  1.072, 750.787,  0.517,   0.034
"1P141160729ESF3190P2620L8M1",  50.6, 1.655, 145.692,  2.940, 247.104,  0.566,   0.014
"1P141231531ESF3190P2600L8M1",  50.9, 1.656, 146.490,  1.074, 739.883,  0.528,   0.034
"1P141319572ESF3190P2621L8M1",  51.4, 1.656, 147.482,  1.080, 750.947,  0.511,   0.034
"1P141321247ESF3190P2600L8M1",  51.4, 1.656, 147.501,  1.073, 755.251,  0.509,   0.034
"1P141336886ESF3190P2620L8M1",  51.5, 1.656, 147.677,  2.388, 396.931,  0.498,   0.016
"1P141407825ESF3190P2621L8M1",  51.8, 1.657, 148.476,  1.086, 744.841,  0.515,   0.033
"1P141409082ESF3190P2600L8M1",  51.8, 1.657, 148.490,  1.076, 753.331,  0.509,   0.034
"1P141412053ESF3190P2619L8M1",  51.9, 1.657, 148.524,  1.086, 749.979,  0.509,   0.033
"1P141431018ETH3190P2620L8M1",  52.0, 1.657, 148.737,  9.345,   6.831,  0.561,   0.029
"1P141496570ESF3190P2621L8M1",  52.3, 1.657, 149.476,  1.087, 724.956,  0.539,   0.033
"1P141497858ESF3190P2600L8M1",  52.3, 1.657, 149.490,  1.077, 723.928,  0.546,   0.034
"1P141499497ESF3190P2600L8M1",  52.3, 1.657, 149.509,  1.077, 723.293,  0.547,   0.034
"1P141510314ESF31A1F0006L8M1",  52.4, 1.657, 149.631,  1.575, 581.802,  0.510,   0.023
"1P141512609ESF3200P2600L8M1",  52.4, 1.657, 149.657,  1.930, 494.392,  0.502,   0.019
"1P141585132ESF3200P2600L8M1",  52.7, 1.657, 150.474,  1.091, 726.695,  0.535,   0.033
"1P141586632ESF3200P2600L8M1",  52.7, 1.657, 150.491,  1.078, 740.509,  0.524,   0.034
"1P141597244ESF3200P2600L8M1",  52.8, 1.657, 150.610,  1.396, 652.237,  0.495,   0.026
"1P141674168ESF3200P2600L8M1",  53.2, 1.658, 151.477,  1.088, 776.651,  0.474,   0.033
"1P141675412ESF3200P2600L8M1",  53.2, 1.658, 151.491,  1.079, 780.560,  0.473,   0.034
"1P141677570ESF3200P2600L8M1",  53.2, 1.658, 151.515,  1.082, 782.672,  0.469,   0.033
"1P141691991ESF3200P2600L8M1",  53.3, 1.658, 151.678,  2.422, 423.928,  0.463,   0.015
"1P141754846ESF3200P2600L8M1",  53.6, 1.658, 152.386,  1.429, 556.281,  0.594,   0.027
"1P141763018ESF3200P2600L8M1",  53.6, 1.658, 152.478,  1.088, 746.072,  0.511,   0.033
"1P141764183ESF3200P2600L8M1",  53.7, 1.658, 152.491,  1.079, 752.307,  0.507,   0.033
"1P141852978ESF3200P2600L8M1",  54.1, 1.659, 153.491,  1.080, 736.279,  0.525,   0.034
"1P141872315ESF3200P2600L8M1",  54.2, 1.659, 153.709,  4.050, 140.971,  0.548,   0.013
"1P141941311ESF3200P2617L8M1",  54.6, 1.659, 154.487,  1.083, 722.404,  0.541,   0.033
"1P141941711ESF3200P2600L8M1",  54.6, 1.659, 154.491,  1.081, 723.286,  0.541,   0.033
"1P141944676ESF3200P2600L8M1",  54.6, 1.659, 154.525,  1.092, 716.899,  0.544,   0.033
"1P141957634ESF3204P2600L8M1",  54.6, 1.659, 154.671,  2.235, 420.153,  0.505,   0.017
"1P142028573ESF3204P2600L8M1",  55.0, 1.659, 155.470,  1.100, 708.118,  0.551,   0.033
"1P142119288ESF3204P2600L8M1",  55.5, 1.660, 156.492,  1.083, 728.895,  0.532,   0.033
"1P142135343ESF3215P2600L8M1",  55.5, 1.660, 156.673,  2.295, 395.423,  0.518,   0.016
"1P142198862ESF3215P2621L8M1",  55.9, 1.660, 157.388,  1.415, 569.137,  0.582,   0.027
"1P142206860ESF3215P2600L8M1",  55.9, 1.660, 157.478,  1.092, 740.736,  0.513,   0.033
"1P142208294ESF3215P2685L8M1",  55.9, 1.660, 157.495,  1.083, 733.747,  0.526,   0.033
"1P142208308ESF3215P2685L8M1",  55.9, 1.660, 157.495,  1.083, 732.855,  0.527,   0.033
"1P142208323ESF3215P2685L8M1",  55.9, 1.660, 157.495,  1.083, 730.987,  0.530,   0.033
"1P142212077ESF3221P2685L8M1",  55.9, 1.660, 157.537,  1.112, 720.913,  0.528,   0.032
"1P142212091ESF3221P2685L8M1",  55.9, 1.660, 157.537,  1.113, 720.767,  0.528,   0.032
"1P142212106ESF3221P2685L8M1",  55.9, 1.660, 157.538,  1.113, 720.029,  0.529,   0.032
"1P142217238ESF3221P2685L8M1",  56.0, 1.660, 157.595,  1.310, 657.737,  0.518,   0.028
"1P142217253ESF3221P2685L8M1",  56.0, 1.660, 157.596,  1.311, 656.907,  0.519,   0.028
"1P142217268ESF3221P2685L8M1",  56.0, 1.660, 157.596,  1.312, 656.670,  0.519,   0.027
"1P142219081ESF3221P2685L8M1",  56.0, 1.660, 157.616,  1.450, 614.447,  0.515,   0.025
"1P142219095ESF3221P2685L8M1",  56.0, 1.660, 157.616,  1.452, 614.762,  0.514,   0.025
"1P142225991ESF3221P2686L8M1",  56.0, 1.660, 157.694,  3.068, 254.883,  0.530,   0.013
"1P142226007ESF3221P2686L8M1",  56.0, 1.660, 157.694,  3.077, 253.820,  0.530,   0.013
"1P142226023ESF3221P2686L8M1",  56.0, 1.660, 157.694,  3.086, 252.839,  0.530,   0.013
"1P142227792ESF3221P2686L8M1",  56.0, 1.660, 157.714,  4.551, 113.034,  0.536,   0.013
"1P142227814ESF3221P2686L8M1",  56.0, 1.660, 157.715,  4.577, 110.625,  0.538,   0.013
"1P142227829ESF3221P2686L8M1",  56.0, 1.660, 157.715,  4.596, 109.624,  0.538,   0.013
"1P142287657ESF3221P2621L8M1",  56.3, 1.660, 158.389,  1.413, 616.279,  0.526,   0.027
"1P142294670ESF3221P2685L8M1",  56.4, 1.660, 158.468,  1.106, 720.016,  0.532,   0.033
"1P142294686ESF3221P2685L8M1",  56.4, 1.660, 158.468,  1.105, 719.374,  0.533,   0.033
"1P142294702ESF3221P2685L8M1",  56.4, 1.660, 158.468,  1.105, 718.667,  0.534,   0.033
"1P142304101ESF3221P2600L8M1",  56.4, 1.660, 158.574,  1.212, 680.049,  0.533,   0.030
"1P142305124ESF3221P2600L8M1",  56.4, 1.660, 158.586,  1.261, 665.811,  0.529,   0.029
"1P142313079ESF3221P2600L8M1",  56.4, 1.661, 158.675,  2.367, 351.047,  0.552,   0.016
"1P142384096ESF3221P2621L8M1",  56.8, 1.661, 159.475,  1.097, 721.471,  0.533,   0.033
"1P142385120ESF3221P2687L8M1",  56.8, 1.661, 159.487,  1.088, 726.712,  0.531,   0.033
"1P142385148ESF3221P2687L8M1",  56.8, 1.661, 159.487,  1.087, 725.711,  0.533,   0.033
"1P142385199ESF3221P2687L8M1",  56.8, 1.661, 159.488,  1.087, 725.661,  0.533,   0.033
"1P142405828ESF3221P2620L8M1",  56.9, 1.661, 159.720,  5.285,  67.697,  0.558,   0.015
"1P142464956ESF3221P2621L8M1",  57.2, 1.661, 160.386,  1.434, 548.994,  0.598,   0.027
"1P142490963ESF3221P2620L8M1",  57.3, 1.661, 160.679,  2.496, 335.712,  0.541,   0.015
"1P142569789ESF3221P2617L8M1",  57.7, 1.661, 161.567,  1.191, 665.450,  0.559,   0.030
"1P142581794ESF3221P2620L8M1",  57.8, 1.661, 161.703,  3.579, 160.421,  0.584,   0.013
"1P142642050ESF3221P2621L8M1",  58.1, 1.662, 162.382,  1.475, 578.391,  0.545,   0.026
"1P142650420ESF3221P2621L8M1",  58.2, 1.662, 162.476,  1.099, 704.966,  0.552,   0.033
"1P142668948ESF3221P2600L8M1",  58.3, 1.662, 162.685,  2.681, 321.125,  0.520,   0.014
"1P142738707ESF3221P2621L8M1",  58.6, 1.662, 163.471,  1.106, 702.450,  0.552,   0.033
"1P142761294ESF3221P2620L8M1",  58.7, 1.662, 163.725,  6.100,  50.602,  0.531,   0.017
"1P142820057ESF3221P2621L8M1",  59.0, 1.662, 164.387,  1.433, 580.193,  0.559,   0.027
"1P142846640ESF3221P2600L8M1",  59.2, 1.662, 164.687,  2.760, 307.185,  0.521,   0.014
"1P142908521ESF3221P2621L8M1",  59.5, 1.663, 165.384,  1.461, 557.111,  0.575,   0.026
"1P142920471ESF3221P2617L8M1",  59.5, 1.663, 165.518,  1.096, 691.201,  0.570,   0.033
"1P142939153ETH3221P2620L8M1",  59.6, 1.663, 165.729,  6.909,  18.060,  0.616,   0.022
"1P142997310ESF3221P2621L8M1",  59.9, 1.663, 166.384,  1.459, 521.801,  0.621,   0.026
"1P143024604ESF3221P2620L8M1",  60.1, 1.663, 166.692,  2.979, 197.291,  0.631,   0.014
"1P143094005ESF3221P2621L8M1",  60.4, 1.663, 167.474,  1.106, 637.992,  0.638,   0.033
"1P143099317ESF3221P2688L8M1",  60.4, 1.663, 167.533,  1.115, 683.998,  0.569,   0.032
"1P143116579ETH3221P2620L8M1",  60.5, 1.663, 167.728,  6.688,  20.187,  0.620,   0.021
"1P143116811ETH3221P2620L8M1",  60.5, 1.663, 167.730,  7.303,  15.254,  0.606,   0.023
"1P143174708ESF3221P2688L8M1",  60.8, 1.663, 168.383,  1.472, 563.479,  0.563,   0.026
"1P143202472ESF3243P2620L8M1",  61.0, 1.663, 168.696,  3.177, 185.457,  0.611,   0.014
"1P143271860ESF3243P2688L8M1",  61.3, 1.664, 169.477,  1.104, 710.824,  0.541,   0.033
"1P143274349ESF3243P2619L8M1",  61.3, 1.664, 169.505,  1.093, 718.908,  0.535,   0.033
"1P143278754ESF3243F0006L8M1",  61.3, 1.664, 169.555,  1.161, 703.875,  0.519,   0.031
"1P143293030ESF3243P2620L8M1",  61.4, 1.664, 169.716,  4.772,  77.452,  0.589,   0.015
"1P143352937ESF3243P2688L8M1",  61.7, 1.664, 170.391,  1.412, 643.346,  0.492,   0.026
"1P143380319ESF3300P2620L8M1",  61.9, 1.664, 170.699,  3.389, 225.079,  0.515,   0.013
"1P143449334ESF3300P2688L8M1",  62.2, 1.664, 171.477,  1.106, 733.073,  0.511,   0.033
"1P143461435ESF3300P2600L8M1",  62.3, 1.664, 171.613,  1.443, 631.386,  0.495,   0.025
"1P143538383ESF3300P2621L8M1",  62.7, 1.664, 172.480,  1.104, 710.992,  0.540,   0.033
"1P143540168ESF3300P2600L8M1",  62.7, 1.664, 172.500,  1.095, 717.249,  0.536,   0.033
"1P143558166ESF3300P2620L8M1",  62.8, 1.664, 172.703,  3.612, 187.477,  0.534,   0.013
"1P143626942ESF3300P2621L8M1",  63.1, 1.664, 173.478,  1.106, 724.069,  0.522,   0.033
"1P143628955ESF3300P2600L8M1",  63.1, 1.664, 173.500,  1.096, 731.248,  0.518,   0.033
